Dataset,0.2,0.5,0.8,1.0,Best_SlowStart
100mb,37.761,35.443,36.553,35.816,0.5
500mb,212.943,173.448,170.087,164.599,1.0
1G,368.831,374.744,383.3,389.256,0.2
5G,1980.651,1649.114,1801.625,1680.829,0.5
