Dataset,0.2,0.5,0.8,1.0,Best_SlowStart
100mb,196.0,183.0,189.0,176.0,1.0
500mb,670.0,684.0,649.0,642.0,1.0
1G,867.0,872.0,878.0,937.0,0.2
5G,4493.0,6112.0,6127.0,6159.0,0.2
