Dataset,0.2,0.5,0.8,1.0,Best_SlowStart
100MB,134.33,140.33,133.00,153.33,0.8
500MB,546.00,567.33,550.33,569.33,0.2
1G,860.00,851.00,860.00,927.00,0.5
