Dataset,0.2,0.5,0.8,1.0,Best_SlowStart
100MB,82.33,43.00,21.00,0.00,1.0
500MB,408.00,268.33,106.67,22.33,1.0
1G,649.00,406.00,163.00,30.00,1.0
