Dataset,0.2,0.5,0.8,1.0,Best_SlowStart
100MB,131.00,135.33,130.33,142.67,0.8
500MB,526.00,553.00,539.33,527.33,0.2
1G,843.00,833.00,833.00,864.00,"0.5,0.8"
