Dataset,0.2,0.5,0.8,1.0,Best_SlowStart
100MB,57.02,54.25,58.98,54.36,0.8
500MB,65.92,66.81,65.24,62.57,0.5
1G,97.51,94.77,93.58,89.29,0.2
